pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
245,misc: Remove 'run-name' from compiler-tests.yaml,测试,v23.1.0.0,4de4e2255306e1b784080854cb9a2150c8c09a65,2023-08-31,1293,1,0,0,0,0,2023-08-31T17:38:38-07:00,2023-08-31T17:38:38-07:00,,,
251,arch-x86: Fix wrong x86 assembly,修复/纠错,v23.1.0.0,8d47cda8b674ff28da9eab4bf3b183fe88ae52cb,2023-09-01,1295,1,0,0,0,0,2023-09-01T00:26:00-07:00,2023-09-01T00:26:00-07:00,,,
248,util: Add gdb to gcn-gpu Dockerfile,新增/支持,v23.1.0.0,c0db065c26fe0af22fd364523ed244e551909239,2023-09-01,1297,1,0,0,0,0,2023-09-01T00:29:44-07:00,2023-09-01T00:29:44-07:00,,,
255,mem-ruby: Reorder SLC atomic and response actions,其他,v23.1.0.0,2eeecc532a604ef7a63b8b3310e525e61d5171ea,2023-09-02,1299,1,0,0,0,0,2023-09-02T04:48:45-07:00,2023-09-02T04:48:45-07:00,,,
268,"misc: Improve "".github/ISSUE_TEMPLATE/bug_report.md""",CI,v23.1.0.0,d10d752d7eb7612af340c0456ceb9b0b3ab17a05,2023-09-05,1304,1,0,0,0,0,2023-09-05T18:00:28-07:00,2023-09-05T18:00:28-07:00,,,
275,misc: Fix CI GitHub Action to stop if Workflow re-triggered,CI,v23.1.0.0,5d98d18fb6f2d34e17bb5f6453c1468a4d32e4e2,2023-09-06,1306,1,0,0,0,0,2023-09-06T11:09:52-07:00,2023-09-06T11:09:52-07:00,,,
270,misc: Fix buggy special path comparisons,修复/纠错,v23.1.0.0,cc757cfe7ad6daaacd777f170801e01c0243a806,2023-09-06,1308,1,0,0,0,0,2023-09-06T11:10:19-07:00,2023-09-06T11:10:19-07:00,,,
267,ext: Stop excluding 'ext/testlib' from pre-commit and format,其他,v23.1.0.0,e80cde07139d1390bf561562a0bd7dc488d77ae3,2023-09-06,1312,1,0,0,0,0,2023-09-06T11:18:19-07:00,2023-09-06T11:18:19-07:00,,,
279,sim: add bypass_on_change to the set() of a signal,新增/支持,v23.1.0.0,1fa1575f58f993fbe16f9a1efcd4a169d39d7453,2023-09-07,1315,1,0,0,0,0,2023-09-07T18:42:08+02:00,2023-09-07T18:42:08+02:00,,,
273,util-docker: Proof-of-concept using Docker buildx,其他,v23.1.0.0,84e0224e85cd08d667cadf10180425ecf82086cb,2023-09-07,1318,1,0,0,0,0,2023-09-07T11:37:24-07:00,2023-09-07T11:37:24-07:00,,,
271,util: Add docker prune cron to GitHub runners,CI,v23.1.0.0,9cdd6093bdb128432e7ff6dac0c9029d53845e9e,2023-09-07,1320,2,1,0,4,4,2023-09-07T12:06:41-07:00,2023-09-10T20:32:49-07:00,util,util,
212,"resources,stdlib: Add workload to resource specialization and deprecate workload.py",新增/支持,v23.1.0.0,eb5ae353411d5f40177373845464988394e61035,2023-09-07,1328,1,0,0,0,0,2023-09-07T12:45:45-07:00,2023-09-07T12:45:45-07:00,,,
233,misc: Add test status badges to README.md,文档/示例,v23.1.0.0,aca67fe3a32640596fdb2138f17e2f007e19d816,2023-09-07,1330,1,0,0,0,0,2023-09-07T12:47:00-07:00,2023-09-07T12:47:00-07:00,,,
277,sim-se: Fix crash in chdirFunc() on nonexistent directory,修复/纠错,v23.1.0.0,ce27f5c07afdd80c9532a4038b8e595918a84d4e,2023-09-08,1332,1,0,0,0,0,2023-09-08T10:10:30-07:00,2023-09-08T10:10:30-07:00,,,
244,scons: Add an option specifying the path to mold linker binary,新增/支持,v23.1.0.0,d5f5211b91b7ce68c4442d974e05103620fd5a30,2023-09-08,1335,1,0,0,0,0,2023-09-08T11:21:29-07:00,2023-09-08T11:21:29-07:00,,,
221,redirect_path patch for restoring cpt,其他,v23.1.0.0,ebde1133c0057ca12cb6d58695df64071e4e4915,2023-09-08,1340,1,0,0,0,0,2023-09-08T15:30:53-07:00,2023-09-08T15:30:53-07:00,,,
299,"util: Revert ""Add docker prune cron to GitHub...""",CI,v23.1.0.0,a89aeb39067a233f81dabc2bef19ae6607a6b5a3,2023-09-11,1342,1,0,0,0,0,2023-09-11T09:33:28-07:00,2023-09-11T09:33:28-07:00,,,
290,util: Update gcn-gpu Dockerfile,更新/依赖,v23.1.0.0,a217c218e0e4e82a62ee1de7d3df4d8ac8fe7fc8,2023-09-11,1344,1,0,0,0,0,2023-09-11T11:19:49-07:00,2023-09-11T11:19:49-07:00,,,
228,arch-riscv: Enable RVV run in Minor and O3 CPU,新增/支持,v23.1.0.0,5fefbe29336b351e6e6244c2cf01442c8d69a29f,2023-09-12,1357,1,0,0,0,0,2023-09-12T08:31:36-07:00,2023-09-12T08:31:36-07:00,,,
298,cpu-kvm: properly set x86 xsave header on gem5->KVM transition,其他,v23.1.0.0,d67a6603c1fb4ba976265b7aa87bdf7e4047ea7d,2023-09-12,1359,1,0,0,0,0,2023-09-12T08:32:20-07:00,2023-09-12T08:32:20-07:00,,,
286,sim-se: Fix tgkill logic bug in handling signal argument,修复/纠错,v23.1.0.0,94e5a0cccf564780fb2f904399d65a762aaa0c43,2023-09-12,1361,1,0,0,0,0,2023-09-12T08:32:56-07:00,2023-09-12T08:32:56-07:00,,,
283,sim-se: Use tgt_stat64 instead of tgt_stat in newfstatatFunc,其他,v23.1.0.0,1bebf6a3ccf5bbdfab3a979381848d211a1afb4a,2023-09-12,1363,1,0,0,0,0,2023-09-12T08:33:42-07:00,2023-09-12T08:33:42-07:00,,,
302,"cpu, configs: Fix TraceCPU after multi-ISA addition",修复/纠错,v23.1.0.0,5fd901ffbb42bbb89e636e56caf5d3901e2376d3,2023-09-12,1367,2,2,14,16,30,2023-09-12T17:26:27-07:00,2023-09-13T13:36:33+01:00,util,util,
310,util: Fix TLM configs making use of TraceCPU replayer,修复/纠错,v23.1.0.0,23c1014677fbf344758645c0216b4e41d345f9b1,2023-09-13,1369,1,0,0,0,0,2023-09-13T15:47:05-07:00,2023-09-13T15:47:05-07:00,,,
304,arch-x86: initialize and correct bitwidth for FPU tag word,修复/纠错,v23.1.0.0,673d4b2ac2b86f67a91467ddfc2847e37bc2b295,2023-09-13,1371,1,0,0,0,0,2023-09-13T15:47:50-07:00,2023-09-13T15:47:50-07:00,,,
294,mem-ruby: This commit patches an error in AbstractController.cc,其他,v23.1.0.0,d38c029195140740b581f6c826d7fa7b0a6f6cdb,2023-09-13,1373,1,0,0,0,0,2023-09-13T15:48:46-07:00,2023-09-13T15:48:46-07:00,,,
285,"misc,util-docker: Fix docker-build.yaml",修复/纠错,v23.1.0.0,b53a31136348de12eb029ec0045b88ba465ff4ff,2023-09-13,1375,1,0,0,0,0,2023-09-13T15:54:15-07:00,2023-09-13T15:54:15-07:00,,,
313,"scons: Revert ""Add an option specifying the path to mold linker binary""",新增/支持,v23.1.0.0,1d160e6ab06654c5ee44894d1ef52fa5758464c0,2023-09-13,1377,1,0,0,0,0,2023-09-13T22:02:30-07:00,2023-09-13T22:02:30-07:00,,,
319,misc: Fix docker build workflow,CI,v23.1.0.0,61339b64710eb8170424b36a162f6a7a4917234c,2023-09-13,1379,1,0,0,0,0,2023-09-13T22:48:20-07:00,2023-09-13T22:48:20-07:00,,,
320,misc: Use 'workdir' for docker-build.yaml,其他,v23.1.0.0,7a17c780bd0b306e5eee02675f4ebed9239cc7a6,2023-09-13,1381,1,0,0,0,0,2023-09-13T22:54:01-07:00,2023-09-13T22:54:01-07:00,,,
314,configs: 'memoy' -> 'memory' spelling mistake fix,修复/纠错,v23.1.0.0,26a1ee4e61de85189b261fca1d595315a3f33721,2023-09-13,1383,1,0,0,0,0,2023-09-13T22:59:48-07:00,2023-09-13T22:59:48-07:00,,,
274,mem-cache: Fix bug in classic cache while clflush,修复/纠错,v23.1.0.0,59a96c8c2fc64a6bdf89d7f18d872b585c649100,2023-09-14,1385,1,0,0,0,0,2023-09-14T01:14:39-07:00,2023-09-14T01:14:39-07:00,,,
322,misc: Update docker-build.yaml artifact actions to v3,更新/依赖,v23.1.0.0,1c5870d775ac96074d968bcf76308ed9c91fd6a7,2023-09-14,1387,1,0,0,0,0,2023-09-14T15:09:47-07:00,2023-09-14T15:09:47-07:00,,,
318,"misc,tests: Remove duplicate running of daily `gem5_library_tests`",测试,v23.1.0.0,017fb51fadbeb0d5556c82054615ad8388a31f16,2023-09-14,1389,1,0,0,0,0,2023-09-14T15:10:02-07:00,2023-09-14T15:10:02-07:00,,,
321,"misc,tests: Use GitHub Docker registry for 22.04 all-deps",测试,v23.1.0.0,46be2d233933a2f34b80a79e28085098ed4ade62,2023-09-14,1391,1,0,0,0,0,2023-09-14T15:10:58-07:00,2023-09-14T15:10:58-07:00,,,
317,"util,resources,stdlib: Add 'obtain-resource.py' utility to easily obtain resources from the CLI",新增/支持,v23.1.0.0,23442727f701353b30606232f0f7a309dc5e5510,2023-09-14,1395,1,0,0,0,0,2023-09-14T21:04:30-07:00,2023-09-14T21:04:30-07:00,,,
316,mem-ruby: patch fixes a protocol error in MOESI_CMP_Directory,其他,v23.1.0.0,3bdcfd6f7abdf0c9125ec37018df76a29998a055,2023-09-15,1397,1,0,0,0,0,2023-09-15T13:25:51-07:00,2023-09-15T13:25:51-07:00,,,
258,misc: Add HACC GPU tests,测试,v23.1.0.0,6eb7c10eb9349ea6551a84e2cd8970231b85dd11,2023-09-20,1399,1,0,0,0,0,2023-09-20T11:26:54-07:00,2023-09-20T11:26:54-07:00,,,
332,arch-x86: fix negative overflow check bug in PACK micro-op,修复/纠错,v23.1.0.0,4526a314a9894af3247307ee0d45aac2a128f0fe,2023-09-20,1401,1,0,0,0,0,2023-09-20T16:18:16-07:00,2023-09-20T16:18:16-07:00,,,
328,dev-amdgpu: Handle GPU atomics on host memory addresses,修复/纠错,v23.1.0.0,aa0702c6eb1a0585b0a951c790334fc97a8b502b,2023-09-20,1403,1,0,0,0,0,2023-09-20T16:24:56-07:00,2023-09-20T16:24:56-07:00,,,
325,arch-riscv: Fix inst flags for jal and jalr,修复/纠错,v23.1.0.0,958eda6961bc4e2b3b9bb52089c491eaf59353d6,2023-09-20,1405,1,0,0,0,0,2023-09-20T16:25:21-07:00,2023-09-20T16:25:21-07:00,,,
307,"python,util: Add Python MyPy Stubgen to enable Pylance IntelliSense",新增/支持,v23.1.0.0,3f9afe96c6e3b1c014ae8369fced500014d97e82,2023-09-21,1409,1,0,0,0,0,2023-09-21T11:52:16-07:00,2023-09-21T11:52:16-07:00,,,
337,configs: Fixed Typo,其他,v23.1.0.0,f5a255c68d1ce0318da0d46f744ee7513e0acda9,2023-09-21,1411,1,0,0,0,0,2023-09-21T11:58:49-07:00,2023-09-21T11:58:49-07:00,,,
351,arch: Enable customized decoder class name,新增/支持,v23.1.0.0,83224e2c851d6d23921b209c3b4c84b96d4a173e,2023-09-25,1413,1,0,0,0,0,2023-09-25T09:10:06+01:00,2023-09-25T09:10:06+01:00,,,
348,cpu: Add override to TraceCPU init function,新增/支持,v23.1.0.0,9d63a1492adaee73ec81ed0d6fc540295bd1af63,2023-09-25,1415,1,0,0,0,0,2023-09-25T09:10:33+01:00,2023-09-25T09:10:33+01:00,,,
350,arch-riscv: Make RISC-V decodeInst overridable,其他,v23.1.0.0,010ac43369abafd1dd2d68e08de772570b9399bb,2023-09-25,1417,1,0,0,0,0,2023-09-25T06:43:56-07:00,2023-09-25T06:43:56-07:00,,,
288,mem-ruby: start using txnid and DBID identifiers in CHI transactions,其他,v23.1.0.0,f5968da41c248f8be7c748d5adc00f92a3ca48bb,2023-09-26,1426,1,0,0,0,0,2023-09-26T09:51:47+01:00,2023-09-26T09:51:47+01:00,,,
356,sim: Probe listener template with lambda,其他,v23.1.0.0,cfa13f9feb905cfd9853397dfc23239e1121e175,2023-09-26,1428,1,0,0,0,0,2023-09-26T10:08:24+01:00,2023-09-26T10:08:24+01:00,,,
345,arch-x86: make popx87 micro-op actually pop st(0),其他,v23.1.0.0,4638434b97128f595c5b37535c647f024ce6224d,2023-09-27,1430,1,0,0,0,0,2023-09-27T14:31:00-07:00,2023-09-27T14:31:00-07:00,,,
347,arch-x86: properly initialize the auxv platform string,其他,v23.1.0.0,49a1d4826403cd88fa96c5ce642581199823c0e6,2023-09-27,1432,1,0,0,0,0,2023-09-27T14:31:19-07:00,2023-09-27T14:31:19-07:00,,,
360,cpu-o3: Mark getWritableRegOperand() in O3CPU as a regwrite,其他,v23.1.0.0,3a0f4598b93452e29834576707e555ff79a1836e,2023-09-27,1434,1,0,0,0,0,2023-09-27T14:31:38-07:00,2023-09-27T14:31:38-07:00,,,
263,"misc,ext,tests: Automatically split CI TestLib tests across GitHub Action jobs",测试,v23.1.0.0,074fa4c604f0f15324dcad6acafc14b59beb191e,2023-09-27,1442,2,1,0,1,1,2023-09-27T14:32:16-07:00,2023-10-09T14:00:21-07:00,configs,configs,
361,base: Add a warning when failing to insert a whole symbol table,新增/支持,v23.1.0.0,14b928f77ca40b643a1b86d0abe27d4a8c96fffb,2023-09-27,1444,1,0,0,0,0,2023-09-27T17:26:03-07:00,2023-09-27T17:26:03-07:00,,,
323,"stdlib, resources: Added pretty printing resource",其他,v23.1.0.0,5d254ffb02aa81eae1d720cb336dda017d4af12b,2023-09-27,1448,1,0,0,0,0,2023-09-27T17:32:35-07:00,2023-09-27T17:32:35-07:00,,,
250,misc: 'sim{out/err}' -> 'sim{out/err}.txt',其他,v23.1.0.0,62d34ef37460e9e8cbbbaeb50605572a861565b9,2023-09-27,1450,1,0,0,0,0,2023-09-27T17:36:03-07:00,2023-09-27T17:36:03-07:00,,,
370,arch-riscv: Update FS bits when doing floating point loads,更新/依赖,v23.1.0.0,3a35bdf57a76fe4ffe06ef4d7a052da6560764c1,2023-09-29,1452,2,1,14,4,18,2023-09-29T10:47:05-07:00,2023-10-01T23:12:25-07:00,src,arch,riscv
363,misc: fix g++13 overloaded-virtual warning,修复/纠错,v23.1.0.0,2b791ff556c1c1bbe9d1996189ae533aa1b4798e,2023-09-29,1454,1,0,0,0,0,2023-09-29T10:53:52-07:00,2023-09-29T10:53:52-07:00,,,
265,mem: fix bug in 3-level cache,修复/纠错,v23.1.0.0,f9781af6e5be204dfa2c21c079e5f0613b1b249f,2023-09-29,1456,1,0,0,0,0,2023-09-29T10:59:18-07:00,2023-09-29T10:59:18-07:00,,,
369,python: Add importer to standalone gem5py_m5,新增/支持,v23.1.0.0,7301d4bd193691ee7bf101c6400532303db1da0d,2023-10-02,1458,1,0,0,0,0,2023-10-02T14:28:45-07:00,2023-10-02T14:28:45-07:00,,,
381,arch-riscv: FS bits -> DIRTY for more floating point loads,其他,v23.1.0.0,57e0c7d0064e19ce970dd512f7bb5f6926377c0b,2023-10-03,1460,1,0,0,0,0,2023-10-03T11:51:47-07:00,2023-10-03T11:51:47-07:00,,,
357,arch: Add instruction size and PC set methods,新增/支持,v23.1.0.0,7806eaad51187bcbf6c2b4667b784ffdae36a73d,2023-10-04,1462,1,0,0,0,0,2023-10-04T10:49:30+01:00,2023-10-04T10:49:30+01:00,,,
365,misc: Update gem5 to use clang-15 and clang-16,更新/依赖,v23.1.0.0,6f5d877b1aacd551749dafa87da26600a4f01155,2023-10-04,1466,1,0,0,0,0,2023-10-04T09:51:12-07:00,2023-10-04T09:51:12-07:00,,,
399,arch-riscv: Implement Zcb instructions,新增/支持,v23.1.0.0,ee8c569513cd2b9f345136c4bc6405d099008804,2023-10-05,1468,1,0,0,0,0,2023-10-05T10:36:02-07:00,2023-10-05T10:36:02-07:00,,,
391,gpu-compute: Fix dynamic scratch size test,测试,v23.1.0.0,f5c7ea01ef0ddda615aca3602349d01a7b543dac,2023-10-05,1470,1,0,0,0,0,2023-10-05T10:38:13-07:00,2023-10-05T10:38:13-07:00,,,
334,arch-arm: Implement FEAT_FGT,新增/支持,v23.1.0.0,761f6b73a009a0c7524cb3eb982eb37dc17c328f,2023-10-05,1473,1,0,0,0,0,2023-10-05T10:44:26-07:00,2023-10-05T10:44:26-07:00,,,
191,"resources, stdlib: Adding 'suite' category to gem5",其他,v23.1.0.0,4db748a50768643c46618cc0c51a9743d9b60ca5,2023-10-05,1476,1,0,0,0,0,2023-10-05T13:26:58-07:00,2023-10-05T13:26:58-07:00,,,
389,"configs: Add configurable GPU L1,L2 num banks and L2 latencies",新增/支持,v23.1.0.0,85340973bf9a1e1df380106fa2f9be836e619882,2023-10-05,1478,1,0,0,0,0,2023-10-05T15:54:24-05:00,2023-10-05T15:54:24-05:00,,,
177,mem-ruby: Add new feature far atomics in CHI,新增/支持,v23.1.0.0,ae104cc431c065fbf53ab003cbf4aba23de12ac1,2023-10-06,1482,2,1,3,0,3,2023-10-06T10:09:58+01:00,2023-10-29T09:26:09+00:00,src,mem,
371,util: Update the GitHub Self-Hosted Runners,CI,v23.1.0.0,b0e1efb555d70f4bb6781857df129978e2d45235,2023-10-08,1494,1,0,0,0,0,2023-10-08T21:52:33-07:00,2023-10-08T21:52:33-07:00,,,
407,mem-ruby: Far atomics fix,修复/纠错,v23.1.0.0,226052ed5a318bc153916a057cd5637fccd037d2,2023-10-09,1496,1,0,0,0,0,2023-10-09T08:08:50+01:00,2023-10-09T08:08:50+01:00,,,
343,sim-se: zero out memory allocated via brk(),其他,v23.1.0.0,5cd70bf9bf461029152d7272b7891f2eed9a972d,2023-10-09,1498,1,0,0,0,0,2023-10-09T13:48:53+01:00,2023-10-09T13:48:53+01:00,,,
411,"cpu-kvm, arch-x86: flush TLB after syscalls",其他,v23.1.0.0,d4be9c76c52c3840ee83d1a9513f57f6626ba19c,2023-10-09,1500,1,0,0,0,0,2023-10-09T08:16:06-07:00,2023-10-09T08:16:06-07:00,,,
414,arch-arm: Implement FEAT_TLBIRANGE extension,新增/支持,v23.1.0.0,ec7921305b2126302fcf1535e2aac357e341e577,2023-10-09,1504,1,0,0,0,0,2023-10-09T17:09:31+01:00,2023-10-09T17:09:31+01:00,,,
412,cpu: Restructure BTB,其他,v23.1.0.0,d8fc0180a53cfd3d39a93177834843d817bb094e,2023-10-09,1506,1,0,0,0,0,2023-10-09T10:13:00-07:00,2023-10-09T10:13:00-07:00,,,
402,stdlib: Del comment stating SE mode limited to single thread,其他,v23.1.0.0,79f40ffdabc2c549f07a2e06a40c9510a7b60464,2023-10-09,1508,1,0,0,0,0,2023-10-09T10:30:32-07:00,2023-10-09T10:30:32-07:00,,,
151,New function to kernel_disk_workload to allow new disk device location,新增/支持,v23.1.0.0,452a600c495f079f2ab4622d20854a35e52fc973,2023-10-09,1515,1,0,0,0,0,2023-10-09T10:33:45-07:00,2023-10-09T10:33:45-07:00,,,
400,"tests,misc: Fix compilation tests failures",测试,v23.1.0.0,bbe05b0cba0e3f58251cdaa37eba002ab2fb02bb,2023-10-09,1518,1,0,0,0,0,2023-10-09T11:20:52-07:00,2023-10-09T11:20:52-07:00,,,
415,configs: Add an example elastic trace generation script,新增/支持,v23.1.0.0,21c5d7700072294fcad7bd98ac86744db409c828,2023-10-09,1524,1,0,0,0,0,2023-10-09T14:11:33-07:00,2023-10-09T14:11:33-07:00,,,
410,"dev-amdgpu,gpu-compute: Implement GPU and HSA timestamps",新增/支持,v23.1.0.0,93704a81f122498e9400921fe1c22209f110bc57,2023-10-09,1527,1,0,0,0,0,2023-10-09T14:11:52-07:00,2023-10-09T14:11:52-07:00,,,
423,"misc,python: Add yaml formatter to pre commit",新增/支持,v23.1.0.0,c5f06265bbb554f9ec435b028c3e1b1a1a5447ae,2023-10-09,1530,1,0,0,0,0,2023-10-09T17:55:25-07:00,2023-10-09T17:55:25-07:00,,,
425,"configs,tests: Remove `mkdir` in simpoint-se-checkpoint.py",测试,v23.1.0.0,486916b5d4339ea68141b11bafdb167176cf2fb4,2023-10-09,1532,1,0,0,0,0,2023-10-09T22:34:19-07:00,2023-10-09T22:34:19-07:00,,,
430,arch-arm: Make interrupt masking handle VHE/SEL2 cases,修复/纠错,v23.1.0.0,d9fe0cfe1cfba5c5ad3b11238e0a8b562e757973,2023-10-10,1535,2,2,83,0,83,2023-10-10T15:22:34+01:00,2023-11-21T13:39:41+00:00,src,arch,arm
377,"dev-amdgpu,mem-ruby: Add support to checkpoint and restore between kernels in GPUFS",新增/支持,v23.1.0.0,ec633b3d68c2264980ecbcee17bbbbb3e00b8e70,2023-10-10,1544,1,0,0,0,0,2023-10-10T09:41:21-05:00,2023-10-10T09:41:21-05:00,,,
341,"arch,arch-riscv: Remove setRegOperand in VecRegOperand",移除/弃用,v23.1.0.0,141b06d335adce2ea6594a0059b020164ea0e148,2023-10-10,1545,2,3,2,4,6,2023-09-25T12:29:28-07:00,2023-10-10T08:00:10-07:00,src,"arch, cpu/o3","isa_parser, riscv"
427,stdlib: Fix use internal _hashlib in md5_utils.py,修复/纠错,v23.1.0.0,0ec1fb167bfc2dcbcce98cfab72ad8d23335caf3,2023-10-10,1547,1,0,0,0,0,2023-10-10T08:32:45-07:00,2023-10-10T08:32:45-07:00,,,
417,tests: Update test workflows for new runners,测试,v23.1.0.0,58140bba1f902a751d59fae6f2007c4d18b82f23,2023-10-10,1552,1,0,0,0,0,2023-10-10T12:03:00-07:00,2023-10-10T12:03:00-07:00,,,
422,"misc,python: Add `requirements-txt-fixer` to pre-commit",新增/支持,v23.1.0.0,25b2786db8996f1842b98350e2bad87a59d4a5ae,2023-10-10,1556,1,0,0,0,0,2023-10-10T14:30:39-07:00,2023-10-10T14:30:39-07:00,,,
401,Learning-gem5: fix formatting,文档/示例,v23.1.0.0,ad2fe4268677be2588bada5f51afeec28c266459,2023-10-10,1558,1,0,0,0,0,2023-10-10T16:47:37-07:00,2023-10-10T16:47:37-07:00,,,
404,stdlib: Improve handing of errors in Atlas request failures,其他,v23.1.0.0,d559c24ac27b891825b4629de97c5e6b4d9782bd,2023-10-10,1561,1,0,0,0,0,2023-10-10T21:34:24-07:00,2023-10-10T21:34:24-07:00,,,
419,misc: Run `pre-commit autoupdate`,其他,v23.1.0.0,3f5d7d647a30ac9c0754c54af4afba421b9b99ae,2023-10-10,1565,1,0,0,0,0,2023-10-10T21:41:33-07:00,2023-10-10T21:41:33-07:00,,,
416,arch-arm: Implement FEAT_TCR2 and FEAT_SCTLR2,新增/支持,v23.1.0.0,891250192d4a0b3177ed729067ee538319b5a8fe,2023-10-11,1569,1,0,0,0,0,2023-10-11T10:14:31+01:00,2023-10-11T10:14:31+01:00,,,
408,gpu-compute: Update tokens for flat global/scratch,更新/依赖,v23.1.0.0,da11427ba681de06684c156221d9672b17bf80c1,2023-10-11,1571,1,0,0,0,0,2023-10-11T09:00:10-07:00,2023-10-11T09:00:10-07:00,,,
424,"misc,python: Add `pyupgrade` to pre-commit",新增/支持,v23.1.0.0,70b6b53e54fae8a60004f94c4d6ae54bf8b5651d,2023-10-11,1575,1,0,0,0,0,2023-10-11T09:07:09-07:00,2023-10-11T09:07:09-07:00,,,
396,"configs,ext: Updated the gem5 SST Bridge to use SST 13.0.0",其他,v23.1.0.0,c855dbf7c5e70983737398b85d43b4205e72f4e1,2023-10-11,1577,1,0,0,0,0,2023-10-11T13:34:48-07:00,2023-10-11T13:34:48-07:00,,,
433,configs: GPUFS option to disable KVM perf counters,其他,v23.1.0.0,f7ad8fe4350be7d4299b22d9030385e3f261c7d8,2023-10-11,1578,1,2,13,0,13,2023-10-11T14:20:27-07:00,2023-10-11T14:20:27-07:00,configs,configs,
438,arch-vega: Ignore s_setprio instruction instead of panic,其他,v23.1.0.0,7bae5464dc6e7d91abd58ef873f0b8be26ef2d24,2023-10-12,1580,1,0,0,0,0,2023-10-12T07:32:58-07:00,2023-10-12T07:32:58-07:00,,,
439,arch-vega: Implement buffer_atomic_cmpswap,新增/支持,v23.1.0.0,4d336c0636acd301a7919c9142f4e7d478c45e66,2023-10-12,1582,1,0,0,0,0,2023-10-12T07:33:40-07:00,2023-10-12T07:33:40-07:00,,,
444,"misc,tests: Add dummy jobs to workflows for status checks",测试,v23.1.0.0,3455d9e68da423334107110dc60129bc33c4cde6,2023-10-12,1585,1,0,0,0,0,2023-10-12T11:14:08-07:00,2023-10-12T11:14:08-07:00,,,
429,cpu: Refactor indirect predictor,重构/整理,v23.1.0.0,59f96deb0fff522134f1e73753a7e526e7fe5c7a,2023-10-13,1587,1,0,0,0,0,2023-10-13T11:35:02+01:00,2023-10-13T11:35:02+01:00,,,
441,tests: updated the nightly tests to use SST 13.0.0,测试,v23.1.0.0,68af3f45c94546ca9e2886633bd10c1ae7b64d03,2023-10-13,1588,1,4,13,9,22,2023-10-13T14:31:35-07:00,2023-10-13T14:31:35-07:00,"util, .github, tests","util, .github, tests",
448,mem-ruby: Update cache recorder to use RubyPort and remove BUILD_GPU guards,更新/依赖,v23.1.0.0,7706e958e59b322ffeaf51818adf613bd1189edd,2023-10-13,1591,1,0,0,0,0,2023-10-13T14:36:45-07:00,2023-10-13T14:36:45-07:00,,,
443,arch-riscv: Fix write back register issue of vmask_mv_micro,修复/纠错,v23.1.0.0,a3c51ca38cdccfde04d6a8771da3b267c7a2f113,2023-10-13,1592,1,1,1,1,2,2023-10-13T15:20:42-07:00,2023-10-13T15:20:42-07:00,src,arch,riscv
367,mem-ruby: Always pass on GPU atomics to dir in write-through TCC,其他,v23.1.0.0,4931fb0010825ca5fe979226e2fcd293423e143a,2023-10-14,1593,1,3,24,18,42,2023-10-14T06:39:50-07:00,2023-10-14T06:39:50-07:00,"src, configs","mem, configs",
457,configs: Fix missing param exchange for GPUFS,修复/纠错,v23.1.0.0,ca2592d3ba6b5344de0502865cf20ad233cd0056,2023-10-14,1594,1,1,1,0,1,2023-10-14T20:07:39-07:00,2023-10-14T20:07:39-07:00,configs,configs,
453,python: Enable -m switch on gem5 binary,新增/支持,v23.1.0.0,20f5555f30e13ae0931464f36f32c65336711569,2023-10-14,1595,1,2,59,37,96,2023-10-14T20:08:06-07:00,2023-10-14T20:08:06-07:00,src,python,
458,misc: Copy .github directory from develop to stable,CI,v23.1.0.0,3157cde32449fea7b0a0ad5e8241481bc6ee76c3,2023-10-14,2006,1,8,708,530,1238,2023-10-14T17:16:09-07:00,2023-10-14T17:16:09-07:00,.github,.github,
364,arch-arm: Remove Jazelle state + ThumbEE support,新增/支持,v23.1.0.0,2e85c95f4bfb1b1f12bbdcbc718241f88ef266bb,2023-10-16,1598,1,0,0,0,0,2023-10-16T09:41:44+01:00,2023-10-16T09:41:44+01:00,,,
454,misc: fix clang13 overloaded-virtual warning,修复/纠错,v23.1.0.0,d702d3b90abf6a7fb521d87028970ae25b0a05d7,2023-10-16,1599,1,2,5,5,10,2023-10-16T07:23:08-07:00,2023-10-16T07:23:08-07:00,src,src,
329,cpu: Explicitly define cache_line_size -> 64-bit unsigned int,其他,v23.1.0.0,d42eeb6b682191c0e8385b617429a5a9fcb47a4b,2023-10-16,1603,1,0,0,0,0,2023-10-16T07:50:35-07:00,2023-10-16T07:50:35-07:00,,,
465,"cpu, arch-arm: Add IsPseudo tag for gem5 pseudo instructions",新增/支持,v23.1.0.0,f9cf8bf8a2c5f570f086222ad82ed24038111757,2023-10-16,1606,1,0,0,0,0,2023-10-16T16:15:05+01:00,2023-10-16T16:15:05+01:00,,,
459,arch-arm: Fix line-length error in misc.cc,修复/纠错,v23.1.0.0,97f4b44dd394674d2221c1979a0dc8db335362ba,2023-10-16,1607,2,1,25,7,32,2023-10-16T08:35:54-07:00,2023-10-16T09:37:51-07:00,src,arch,arm
460,util: Fix runners to extent to max disk size,修复/纠错,v23.1.0.0,5240c07d3c8302714e70299cd4878a2139082aa4,2023-10-16,1608,1,1,1,0,1,2023-10-16T09:20:13-07:00,2023-10-16T09:20:13-07:00,util,util,
